Last updated 01-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gold price - Key Currencies,,,,,,Gold price - Major consumer countries,,,,,,,,,,,,,Gold price - Major producer countries,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,National Currency Unit per troy ounce,,,,,,National Currency Unit per troy ounce,,,,,,,,,,,,,National Currency Unit per troy ounce,,,,
,,,,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,USD,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,EUR,RUB,USD,ZAR,CNY,CAD,AUD
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Name,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,,,1979/5/9,248.0,154.1,"52,685.4",119.9,286.5,423.5,"2,039.6",#N/A,248.0,#N/A,841.1,"155,159.1",942.6,"5,015.6",#N/A,#N/A,"118,987.2",154.1,#N/A,248.0,208.5,#N/A,286.5,221.9
,,,1979/5/10,252.3,157.1,"53,975.2",123.1,291.7,432.3,"2,096.6",#N/A,252.3,#N/A,864.6,"159,500.1",969.0,"5,155.9",#N/A,#N/A,"122,316.1",157.1,#N/A,252.3,214.3,#N/A,291.7,227.2
,,,1979/5/11,251.5,156.7,"54,147.0",123.1,291.7,433.4,"2,103.3",#N/A,251.5,#N/A,867.3,"160,007.7",972.1,"5,172.3",#N/A,#N/A,"122,705.4",156.7,#N/A,251.5,213.8,#N/A,291.7,227.9
,,,1979/5/14,251.0,156.4,"53,537.5",122.8,291.4,431.1,"2,090.0",#N/A,251.0,#N/A,843.2,"156,687.5",961.6,"5,089.4",#N/A,#N/A,"122,158.0",156.4,#N/A,251.0,212.8,#N/A,291.4,225.8
,,,1979/5/15,255.5,159.6,"54,229.8",123.9,294.1,437.9,"2,066.6",#N/A,255.5,#N/A,844.5,"156,916.4",963.0,"5,096.9",#N/A,#N/A,"122,336.4",159.6,#N/A,255.5,213.1,#N/A,294.1,227.7
,,,1979/5/16,256.5,160.1,"54,923.0",124.5,296.1,442.7,"2,090.7",#N/A,256.5,#N/A,854.3,"158,742.2",974.2,"5,156.2",#N/A,#N/A,"123,759.9",160.1,#N/A,256.5,216.2,#N/A,296.1,230.6
,,,1979/5/17,256.8,160.7,"55,795.9",124.9,297.6,446.5,"2,107.2",#N/A,256.8,#N/A,861.1,"159,998.3",981.9,"5,197.0",#N/A,#N/A,"124,739.1",160.7,#N/A,256.8,217.5,#N/A,297.6,232.7
,,,1979/5/18,256.4,161.1,"56,328.2",125.2,297.2,448.2,"2,115.5",#N/A,256.4,#N/A,864.4,"160,623.3",985.7,"5,217.3",#N/A,#N/A,"125,226.4",161.1,#N/A,256.4,216.9,#N/A,297.2,233.1
,,,1979/5/21,262.0,164.9,"57,123.7",128.2,302.2,454.7,"2,148.9",#N/A,262.0,#N/A,885.1,"163,164.9","1,000.1","5,288.3",#N/A,#N/A,"127,208.0",164.9,#N/A,262.0,220.3,#N/A,302.2,236.1
,,,1979/5/22,265.4,166.8,"58,180.6",129.8,307.2,461.2,"2,181.4",#N/A,265.4,#N/A,898.5,"165,628.4","1,015.2","5,368.2",#N/A,#N/A,"129,128.6",166.8,#N/A,265.4,223.0,#N/A,307.2,239.9
,,,1979/5/23,264.2,165.9,"57,750.8",128.4,304.4,457.1,"2,154.5",#N/A,264.2,#N/A,887.4,"163,584.7","1,002.6","5,301.9",#N/A,#N/A,"127,535.2",165.9,#N/A,264.2,221.5,#N/A,304.4,238.5
,,,1979/5/24,263.8,165.4,"57,519.3",128.5,303.9,456.1,"2,155.4",#N/A,263.8,#N/A,887.8,"163,654.5","1,003.1","5,304.2",#N/A,#N/A,"127,589.7",165.4,#N/A,263.8,221.2,#N/A,303.9,238.3
,,,1979/5/25,270.6,170.0,"59,393.0",131.9,313.0,469.5,"2,215.7",#N/A,270.6,#N/A,917.9,"168,828.9","1,031.2","5,469.2",#N/A,#N/A,"131,161.7",170.0,#N/A,270.6,227.8,#N/A,313.0,244.8
,,,1979/5/28,270.6,170.0,"59,393.0",131.9,313.0,469.5,"2,215.7",#N/A,270.6,#N/A,917.9,"168,828.9","1,031.2","5,469.2",#N/A,#N/A,"131,161.7",170.0,#N/A,270.6,227.8,#N/A,313.0,244.8
,,,1979/5/29,273.8,172.2,"61,318.3",133.2,319.8,480.9,"2,260.0",#N/A,273.8,#N/A,936.2,"172,201.6","1,051.8","5,578.4",#N/A,#N/A,"133,781.9",172.2,#N/A,273.8,232.3,#N/A,319.8,250.0
,,,1979/5/30,270.3,169.7,"60,036.9",131.3,316.3,472.9,"2,228.6",#N/A,270.3,#N/A,923.2,"169,812.0","1,037.2","5,501.0",#N/A,#N/A,"131,925.5",169.7,#N/A,270.3,230.1,#N/A,316.3,247.2
,,,1979/5/31,274.6,172.0,"61,057.1",132.7,321.6,478.0,"2,253.4",#N/A,274.6,#N/A,933.3,"171,656.1","1,048.4","5,560.8",#N/A,#N/A,"133,889.6",172.0,#N/A,274.6,233.7,#N/A,321.6,250.7
,,,1979/6/1,275.1,172.7,"61,222.2",132.6,322.7,479.8,"2,244.7",#N/A,275.1,#N/A,929.7,"170,995.3","1,044.4","5,539.3",#N/A,#N/A,"133,374.1",172.7,#N/A,275.1,233.2,#N/A,322.7,250.0
,,,1979/6/4,272.9,171.0,"60,143.8",131.3,321.6,472.9,"2,215.5",#N/A,272.9,#N/A,929.6,"170,917.7","1,049.5","5,525.2",#N/A,#N/A,"131,670.3",171.0,#N/A,272.9,231.2,#N/A,321.6,247.1
,,,1979/6/5,274.8,172.3,"60,913.3",132.1,323.9,478.6,"2,231.0",#N/A,274.8,#N/A,935.9,"172,068.4","1,056.5","5,562.4",#N/A,#N/A,"132,556.7",172.3,#N/A,274.8,232.7,#N/A,323.9,249.4
,,,1979/6/6,280.0,175.7,"61,851.5",135.0,329.5,487.4,"2,277.7",#N/A,280.0,#N/A,955.5,"175,674.5","1,078.7","5,679.0",#N/A,#N/A,"135,334.8",175.7,#N/A,280.0,236.9,#N/A,329.5,254.0
,,,1979/6/7,276.1,173.2,"61,289.2",133.7,329.1,483.1,"2,275.7",#N/A,276.1,#N/A,954.7,"175,517.5","1,077.7","5,673.9",#N/A,#N/A,"135,213.9",173.2,#N/A,276.1,236.0,#N/A,329.1,252.7
,,,1979/6/8,280.0,175.5,"60,878.7",135.7,325.9,480.4,"2,263.0",#N/A,280.0,#N/A,949.3,"174,534.7","1,071.7","5,642.1",#N/A,#N/A,"134,456.8",175.5,#N/A,280.0,234.6,#N/A,325.9,251.0
,,,1979/6/11,282.4,177.0,"61,768.2",136.5,331.8,489.4,"2,297.9",#N/A,282.4,#N/A,956.9,"176,500.1","1,081.1","5,682.7",#N/A,#N/A,"136,496.6",177.0,#N/A,282.4,238.2,#N/A,331.8,254.7
,,,1979/6/12,277.8,174.0,"61,274.0",132.8,327.6,483.1,"2,244.2",#N/A,277.8,#N/A,934.8,"172,420.7","1,056.1","5,551.3",#N/A,#N/A,"133,341.8",174.0,#N/A,277.8,234.6,#N/A,327.6,251.2
,,,1979/6/13,276.6,173.1,"60,790.6",131.5,323.4,477.7,"2,208.5",#N/A,276.6,#N/A,919.9,"169,675.6","1,039.3","5,463.0",#N/A,#N/A,"131,218.9",173.1,#N/A,276.6,232.9,#N/A,323.4,249.6
,,,1979/6/14,279.0,174.5,"61,359.2",133.1,326.9,481.6,"2,238.8",#N/A,279.0,#N/A,932.5,"172,005.2","1,053.6","5,538.0",#N/A,#N/A,"133,020.5",174.5,#N/A,279.0,234.8,#N/A,326.9,251.7
,,,1979/6/15,280.0,174.1,"61,190.1",132.9,327.2,474.3,"2,257.8",#N/A,280.0,#N/A,929.5,"171,438.3","1,050.1","5,519.7",#N/A,#N/A,"132,582.1",174.1,#N/A,280.0,234.7,#N/A,327.2,251.5
,,,1979/6/18,278.0,172.8,"61,551.7",132.0,328.0,478.6,"2,263.1",#N/A,278.0,#N/A,950.5,"174,950.3","1,074.2","5,650.0",#N/A,#N/A,"132,933.5",172.8,#N/A,278.0,236.0,#N/A,328.0,252.3
,,,1979/6/19,280.3,173.0,"61,040.1",132.0,328.6,469.7,"2,238.9",#N/A,280.3,#N/A,940.1,"173,029.1","1,062.4","5,588.0",#N/A,#N/A,"131,473.7",173.0,#N/A,280.3,233.4,#N/A,328.6,249.6
,,,1979/6/20,281.4,173.1,"61,423.7",131.9,329.5,469.8,"2,240.9",#N/A,281.4,#N/A,940.9,"173,184.0","1,063.3","5,593.0",#N/A,#N/A,"131,591.3",173.1,#N/A,281.4,236.2,#N/A,329.5,251.5
,,,1979/6/21,282.3,173.5,"61,430.4",131.9,329.8,466.0,"2,232.8",#N/A,282.3,#N/A,937.5,"172,555.9","1,059.5","5,572.7",#N/A,#N/A,"131,114.1",173.5,#N/A,282.3,237.0,#N/A,329.8,252.0
,,,1979/6/22,283.5,173.7,"60,816.2",132.4,331.3,466.3,"2,274.3",#N/A,283.5,#N/A,941.2,"173,233.9","1,063.6","5,594.6",#N/A,#N/A,"131,629.3",173.7,#N/A,283.5,238.3,#N/A,331.3,252.9
,,,1979/6/25,283.9,172.9,"60,879.6",131.5,332.8,467.8,"2,275.7",#N/A,283.9,#N/A,959.3,"173,414.7","1,091.1","5,692.6",#N/A,#N/A,"131,766.6",172.9,#N/A,283.9,240.5,#N/A,332.8,253.9
,,,1979/6/26,281.5,172.2,"60,781.4",130.8,328.5,468.6,"2,263.2",#N/A,281.5,#N/A,953.6,"172,388.7","1,084.6","5,659.0",#N/A,#N/A,"130,987.1",172.2,#N/A,281.5,237.8,#N/A,328.5,251.1
,,,1979/6/27,281.8,172.1,"60,768.3",130.7,326.9,465.9,"2,251.8",#N/A,281.8,#N/A,948.8,"171,519.6","1,079.2","5,630.4",#N/A,#N/A,"130,326.7",172.1,#N/A,281.8,237.9,#N/A,326.9,251.2
,,,1979/6/28,275.9,168.4,"60,922.4",127.2,328.0,465.6,"2,240.7",#N/A,275.9,#N/A,944.2,"170,673.4","1,073.8","5,602.7",#N/A,#N/A,"129,683.7",168.4,#N/A,275.9,238.0,#N/A,328.0,250.7
,,,1979/6/29,277.5,169.0,"60,161.4",127.3,322.6,457.7,"2,190.6",#N/A,277.5,#N/A,923.0,"166,854.4","1,049.8","5,477.3",#N/A,#N/A,"133,065.6",169.0,#N/A,277.5,232.3,#N/A,322.6,245.5
,,,1979/7/2,282.5,172.3,"61,572.1",129.1,329.9,467.4,"2,252.7",#N/A,282.5,#N/A,943.9,"176,657.2","1,071.6","5,671.1",#N/A,#N/A,"135,330.2",172.3,#N/A,282.5,238.9,#N/A,329.9,252.1
,,,1979/7/3,281.4,171.4,"61,559.8",127.7,328.4,467.2,"2,210.0",#N/A,281.4,#N/A,936.4,"175,245.6","1,063.0","5,625.8",#N/A,#N/A,"134,248.9",171.4,#N/A,281.4,236.7,#N/A,328.4,251.0
,,,1979/7/4,283.5,172.1,"61,420.9",127.4,329.2,467.8,"2,199.3",#N/A,283.5,#N/A,931.8,"174,397.2","1,057.8","5,598.5",#N/A,#N/A,"133,599.0",172.1,#N/A,283.5,240.0,#N/A,329.2,252.2
,,,1979/7/5,288.3,174.7,"62,193.3",129.3,333.9,473.1,"2,221.2",#N/A,288.3,#N/A,941.1,"176,134.1","1,068.4","5,654.3",#N/A,#N/A,"134,929.5",174.7,#N/A,288.3,244.3,#N/A,333.9,255.2
,,,1979/7/6,290.3,176.5,"63,156.6",130.7,336.3,482.3,"2,258.0",#N/A,290.3,#N/A,956.7,"179,047.0","1,086.0","5,747.8",#N/A,#N/A,"137,161.0",176.5,#N/A,290.3,245.7,#N/A,336.3,258.4
,,,1979/7/9,287.9,175.5,"63,193.0",130.7,335.6,483.7,"2,328.7",#N/A,287.9,#N/A,977.9,"181,342.1","1,107.0","5,871.2",#N/A,#N/A,"138,313.4",175.5,#N/A,287.9,245.8,#N/A,335.6,258.2
,,,1979/7/10,290.5,176.6,"63,110.6",130.7,336.1,482.3,"2,307.2",#N/A,290.5,#N/A,968.5,"179,607.4","1,096.4","5,815.1",#N/A,#N/A,"136,990.3",176.6,#N/A,290.5,244.7,#N/A,336.1,257.5
,,,1979/7/11,290.3,175.8,"63,196.6",130.0,336.9,481.3,"2,300.8",#N/A,290.3,#N/A,965.9,"179,111.2","1,093.4","5,799.0",#N/A,#N/A,"136,611.8",175.8,#N/A,290.3,245.8,#N/A,336.9,258.6
,,,1979/7/12,290.8,176.1,"63,164.4",130.5,336.9,481.2,"2,306.8",#N/A,290.8,#N/A,968.4,"179,574.9","1,096.2","5,814.0",#N/A,#N/A,"136,965.5",176.1,#N/A,290.8,246.0,#N/A,336.9,258.7
,,,1979/7/13,287.5,174.1,"62,730.7",129.0,335.2,476.5,"2,288.6",#N/A,287.5,#N/A,960.7,"178,157.8","1,087.6","5,768.1",#N/A,#N/A,"135,884.7",174.1,#N/A,287.5,243.0,#N/A,335.2,255.5
,,,1979/7/16,292.8,176.9,"63,167.0",130.6,337.7,479.6,"2,297.4",#N/A,292.8,#N/A,973.5,"182,092.5","1,100.9","5,848.8",#N/A,#N/A,"136,407.4",176.9,#N/A,292.8,246.0,#N/A,337.7,258.2
,,,1979/7/17,296.3,178.2,"64,137.3",130.5,343.8,484.4,"2,307.7",#N/A,296.3,#N/A,977.9,"182,913.6","1,105.8","5,875.2",#N/A,#N/A,"137,022.5",178.2,#N/A,296.3,249.4,#N/A,343.8,262.8
,,,1979/7/18,302.2,181.1,"64,895.2",132.7,353.6,495.2,"2,358.6",#N/A,302.2,#N/A,999.1,"186,882.0","1,129.8","6,002.6",#N/A,#N/A,"139,995.3",181.1,#N/A,302.2,256.8,#N/A,353.6,268.9
,,,1979/7/19,299.2,179.5,"64,755.7",130.4,349.5,490.6,"2,344.4",#N/A,299.2,#N/A,979.8,"183,278.2","1,108.0","5,886.9",#N/A,#N/A,"137,295.6",179.5,#N/A,299.2,251.8,#N/A,349.5,265.5
,,,1979/7/20,298.8,180.5,"64,874.2",131.4,347.5,491.2,"2,353.5",#N/A,298.8,#N/A,983.6,"183,985.4","1,112.3","5,909.6",#N/A,#N/A,"137,825.4",180.5,#N/A,298.8,252.1,#N/A,347.5,265.0
,,,1979/7/23,304.9,183.3,"65,495.3",132.5,352.9,495.3,"2,365.2",#N/A,304.9,#N/A,"1,015.7","189,692.3","1,149.0","6,068.0",#N/A,#N/A,"138,444.3",183.3,#N/A,304.9,254.1,#N/A,352.9,268.0
,,,1979/7/24,305.3,183.3,"65,716.2",131.3,357.0,501.0,"2,362.5",#N/A,305.3,#N/A,"1,015.1","189,568.6","1,148.2","6,064.1",#N/A,#N/A,"138,354.0",183.3,#N/A,305.3,257.1,#N/A,357.0,269.7
,,,1979/7/25,303.4,182.7,"65,194.3",130.7,353.1,497.3,"2,339.0",#N/A,303.4,#N/A,"1,005.0","187,686.4","1,136.8","6,003.9",#N/A,#N/A,"136,980.3",182.7,#N/A,303.4,253.9,#N/A,353.1,266.9
,,,1979/7/26,305.2,183.9,"65,100.5",131.0,354.3,498.2,"2,331.0",#N/A,305.2,#N/A,"1,001.6","187,042.0","1,132.9","5,983.3",#N/A,#N/A,"136,510.0",183.9,#N/A,305.2,254.1,#N/A,354.3,267.0
,,,1979/7/27,305.8,184.6,"65,782.6",132.3,357.4,502.6,"2,367.3",#N/A,305.8,#N/A,"1,017.1","189,950.4","1,150.5","6,076.3",#N/A,#N/A,"138,632.6",184.6,#N/A,305.8,256.6,#N/A,357.4,269.9
,,,1979/7/30,301.4,182.4,"66,160.2",130.3,355.6,505.3,"2,359.4",#N/A,301.4,#N/A,"1,025.7","190,251.6","1,158.6","6,161.8",#N/A,#N/A,"138,179.8",182.4,#N/A,301.4,255.9,#N/A,355.6,269.4
,,,1979/7/31,296.5,179.7,"63,972.9",131.9,345.2,490.6,"2,354.1",#N/A,296.5,#N/A,"1,023.3","189,817.0","1,156.0","6,147.7",#N/A,#N/A,"145,048.8",179.7,#N/A,296.5,248.8,#N/A,345.2,262.8
,,,1979/8/1,290.1,175.6,"62,918.9",127.8,341.0,482.7,"2,297.7",#N/A,290.1,#N/A,998.8,"185,263.0","1,128.2","6,000.2",#N/A,#N/A,"141,568.9",175.6,#N/A,290.1,243.0,#N/A,341.0,257.6
,,,1979/8/2,291.5,176.3,"63,431.7",128.5,344.5,485.8,"2,315.2",#N/A,291.5,#N/A,"1,006.4","186,677.7","1,136.9","6,046.0",#N/A,#N/A,"142,649.9",176.3,#N/A,291.5,245.5,#N/A,344.5,258.8
,,,1979/8/3,286.5,173.6,"62,575.1",126.2,338.7,478.9,"2,278.1",#N/A,286.5,#N/A,990.3,"183,689.2","1,118.7","5,949.2",#N/A,#N/A,"140,366.3",173.6,#N/A,286.5,244.3,#N/A,338.7,255.3
,,,1979/8/6,282.7,171.1,"62,104.3",126.3,337.2,475.6,"2,298.3",#N/A,282.7,#N/A,998.5,"185,223.5","1,102.4","5,998.9",#N/A,#N/A,"141,538.7",171.1,#N/A,282.7,244.1,#N/A,337.2,255.0
,,,1979/8/7,285.1,172.7,"61,136.2",128.5,331.2,468.7,"2,282.6",#N/A,285.1,#N/A,992.2,"184,045.4","1,095.4","5,960.8",#N/A,#N/A,"140,638.5",172.7,#N/A,285.1,237.9,#N/A,331.2,249.6
,,,1979/8/8,289.0,175.0,"62,137.0",130.4,336.0,476.2,"2,322.3",#N/A,289.0,#N/A,"1,009.5","187,253.2","1,114.5","6,064.7",#N/A,#N/A,"143,089.7",175.0,#N/A,289.0,240.7,#N/A,336.0,254.3
,,,1979/8/9,297.1,179.4,"63,273.3",132.9,343.4,483.5,"2,346.5",#N/A,297.1,#N/A,"1,020.0","189,197.8","1,126.0","6,127.7",#N/A,#N/A,"144,575.7",179.4,#N/A,297.1,245.2,#N/A,343.4,257.6
,,,1979/8/10,303.8,183.5,"65,453.4",135.2,355.2,498.8,"2,416.1",#N/A,303.8,#N/A,"1,050.2","194,809.9","1,159.4","6,309.4",#N/A,#N/A,"148,864.2",183.5,#N/A,303.8,253.2,#N/A,355.2,268.2
,,,1979/8/13,298.8,180.6,"65,892.9",133.6,356.4,502.5,"2,437.2",#N/A,298.8,#N/A,"1,029.5","190,062.6","1,162.8","6,222.1",#N/A,#N/A,"150,173.0",180.6,#N/A,298.8,255.3,#N/A,356.4,269.3
,,,1979/8/14,292.0,176.8,"63,535.9",130.8,343.5,485.4,"2,352.6",#N/A,292.0,#N/A,993.7,"183,453.3","1,122.4","6,005.7",#N/A,#N/A,"144,950.8",176.8,#N/A,292.0,244.4,#N/A,343.5,259.7
,,,1979/8/15,301.9,182.8,"65,116.2",135.2,351.8,498.2,"2,409.8",#N/A,301.9,#N/A,"1,017.9","187,919.3","1,149.7","6,151.9",#N/A,#N/A,"148,479.5",182.8,#N/A,301.9,251.9,#N/A,351.8,265.8
,,,1979/8/16,297.9,180.3,"64,350.7",134.1,347.0,491.1,"2,391.4",#N/A,297.9,#N/A,"1,010.1","186,480.2","1,140.9","6,104.8",#N/A,#N/A,"147,342.5",180.3,#N/A,297.9,249.4,#N/A,347.0,264.1
,,,1979/8/17,300.6,182.0,"64,911.4",135.5,349.3,495.6,"2,413.5",#N/A,300.6,#N/A,"1,019.5","188,202.6","1,151.4","6,161.2",#N/A,#N/A,"148,703.4",182.0,#N/A,300.6,249.5,#N/A,349.3,264.8
,,,1979/8/20,298.8,180.9,"65,015.9",134.5,349.7,496.7,"2,412.2",#N/A,298.8,#N/A,"1,019.0","188,115.4","1,128.0","6,158.3",#N/A,#N/A,"148,634.4",180.9,#N/A,298.8,249.0,#N/A,349.7,265.5
,,,1979/8/21,300.5,182.0,"65,064.1",135.9,348.0,495.6,"2,421.6",#N/A,300.5,#N/A,"1,022.9","188,841.2","1,132.4","6,182.1",#N/A,#N/A,"149,207.9",182.0,#N/A,300.5,250.7,#N/A,348.0,265.2
,,,1979/8/22,311.0,188.2,"68,363.0",140.2,363.2,516.7,"2,516.3",#N/A,311.0,#N/A,"1,062.9","196,223.4","1,176.6","6,423.8",#N/A,#N/A,"155,040.8",188.2,#N/A,311.0,260.7,#N/A,363.2,276.5
,,,1979/8/23,310.1,187.5,"67,814.1",139.4,360.6,512.9,"2,494.2",#N/A,310.1,#N/A,"1,053.6","194,500.3","1,166.3","6,367.4",#N/A,#N/A,"153,679.3",187.5,#N/A,310.1,259.4,#N/A,360.6,274.7
,,,1979/8/24,314.8,190.3,"69,005.8",140.9,367.1,520.6,"2,524.9",#N/A,314.8,#N/A,"1,051.1","196,687.9","1,180.7","6,418.0",#N/A,#N/A,"155,581.4",190.3,#N/A,314.8,261.8,#N/A,367.1,279.1
,,,1979/8/27,314.8,190.3,"69,005.8",140.9,367.1,520.6,"2,524.9",#N/A,314.8,#N/A,"1,051.1","196,687.9","1,187.8","6,418.0",#N/A,#N/A,"155,581.4",190.3,#N/A,314.8,261.8,#N/A,367.1,279.1
,,,1979/8/28,316.8,191.7,"69,720.1",140.8,369.3,524.7,"2,519.1",#N/A,316.8,#N/A,"1,048.6","196,219.8","1,185.0","6,402.7",#N/A,#N/A,"155,211.2",191.7,#N/A,316.8,264.1,#N/A,369.3,280.7
,,,1979/8/29,315.2,190.7,"69,669.4",139.9,368.3,522.2,"2,497.1",#N/A,315.2,#N/A,"1,039.5","194,508.6","1,174.6","6,346.9",#N/A,#N/A,"153,857.6",190.7,#N/A,315.2,262.1,#N/A,368.3,279.1
,,,1979/8/30,319.2,193.3,"70,216.9",142.1,373.3,528.8,"2,542.2",#N/A,319.2,#N/A,"1,058.2","198,017.2","1,195.8","6,461.4",#N/A,#N/A,"156,632.9",193.3,#N/A,319.2,266.4,#N/A,373.3,282.9
,,,1979/8/31,315.1,190.4,"69,957.5",139.9,370.4,526.4,"2,527.7",#N/A,315.1,#N/A,"1,052.2","196,888.0","1,189.0","6,424.5",#N/A,#N/A,"153,643.9",190.4,#N/A,315.1,265.4,#N/A,370.4,281.6
,,,1979/9/3,322.9,195.2,"70,663.6",143.6,372.2,529.4,"2,545.3",#N/A,322.9,#N/A,"1,072.4","199,562.5","1,210.2","6,482.6",#N/A,#N/A,"154,726.9",195.2,#N/A,322.9,267.0,#N/A,372.2,283.5
,,,1979/9/4,325.0,196.3,"71,652.3",145.2,378.4,536.7,"2,594.1",#N/A,325.0,#N/A,"1,092.9","203,376.8","1,233.3","6,606.5",#N/A,#N/A,"157,684.2",196.3,#N/A,325.0,270.3,#N/A,378.4,287.3
,,,1979/9/5,329.0,198.6,"72,842.2",146.7,384.5,544.3,"2,629.2",#N/A,329.0,#N/A,"1,107.7","206,129.5","1,250.0","6,695.9",#N/A,#N/A,"159,818.4",198.6,#N/A,329.0,274.4,#N/A,384.5,291.7
,,,1979/9/6,335.5,201.8,"75,211.0",149.3,397.7,558.8,"2,717.5",#N/A,335.5,#N/A,"1,144.9","213,047.4","1,291.9","6,920.6",#N/A,#N/A,"165,182.1",201.8,#N/A,335.5,283.6,#N/A,397.7,301.8
,,,1979/9/7,329.2,197.7,"73,062.7",146.3,386.1,538.6,"2,637.2",#N/A,329.2,#N/A,"1,111.0","206,753.5","1,253.8","6,716.2",#N/A,#N/A,"160,302.2",197.7,#N/A,329.2,275.6,#N/A,386.1,292.9
,,,1979/9/10,336.3,201.8,"74,343.6",149.8,391.3,547.6,"2,684.6",#N/A,336.3,#N/A,"1,129.6","210,259.3","1,276.4","7,131.0",#N/A,#N/A,"163,194.6",201.8,#N/A,336.3,280.8,#N/A,391.3,298.1
,,,1979/9/11,339.5,204.1,"75,034.6",151.5,393.1,553.1,"2,708.4",#N/A,339.5,#N/A,"1,139.5","212,106.8","1,287.6","7,193.6",#N/A,#N/A,"164,628.5",204.1,#N/A,339.5,282.3,#N/A,393.1,300.2
,,,1979/9/12,337.1,202.6,"74,928.0",151.7,391.6,549.4,"2,718.2",#N/A,337.1,#N/A,"1,143.6","212,877.3","1,292.3","7,219.8",#N/A,#N/A,"165,226.6",202.6,#N/A,337.1,281.4,#N/A,391.6,298.8
,,,1979/9/13,333.0,200.5,"74,863.2",151.1,389.2,547.7,"2,722.7",#N/A,333.0,#N/A,"1,145.6","213,232.8","1,294.4","7,231.8",#N/A,#N/A,"165,502.5",200.5,#N/A,333.0,280.3,#N/A,389.2,298.2
,,,1979/9/14,345.8,208.3,"77,158.8",159.5,401.7,564.7,"2,801.7",#N/A,345.8,#N/A,"1,202.0","223,744.6","1,358.3","7,588.3",#N/A,#N/A,"173,661.3",208.3,#N/A,345.8,289.4,#N/A,401.7,309.3
,,,1979/9/17,351.8,211.6,"78,404.3",163.5,407.8,572.5,"2,875.4",#N/A,351.8,#N/A,"1,173.6","219,189.6","1,325.2","7,069.4",#N/A,#N/A,"177,565.1",211.6,#N/A,351.8,289.3,#N/A,407.8,312.4
,,,1979/9/18,375.8,226.0,"83,085.7",174.4,432.6,604.5,"3,040.2",#N/A,375.8,#N/A,"1,241.1","231,795.4","1,401.4","7,476.0",#N/A,#N/A,"187,777.0",226.0,#N/A,375.8,309.4,#N/A,432.6,331.8
,,,1979/9/19,369.0,221.7,"84,013.1",172.0,437.8,610.2,"3,090.1",#N/A,369.0,#N/A,"1,261.5","235,604.6","1,424.5","7,598.9",#N/A,#N/A,"190,862.8",221.7,#N/A,369.0,312.2,#N/A,437.8,334.8
,,,1979/9/20,380.0,225.5,"82,666.8",175.8,438.2,593.5,"3,063.0",#N/A,380.0,#N/A,"1,250.4","233,533.6","1,411.9","7,532.1",#N/A,#N/A,"189,185.1",225.5,#N/A,380.0,310.0,#N/A,438.2,333.4
,,,1979/9/21,369.0,218.7,"82,970.4",170.6,435.7,586.2,"3,040.7",#N/A,369.0,#N/A,"1,241.3","231,834.2","1,401.7","7,477.2",#N/A,#N/A,"187,808.5",218.7,#N/A,369.0,311.2,#N/A,435.7,330.6
,,,1979/9/24,380.4,225.8,"84,025.4",176.4,440.0,594.7,"3,090.1",#N/A,380.4,#N/A,"1,267.2","235,620.7","1,429.7","7,655.4",#N/A,#N/A,"190,394.5",225.8,#N/A,380.4,312.4,#N/A,440.0,334.0
,,,1979/9/25,376.7,223.7,"83,744.3",174.5,439.2,591.8,"3,072.2",#N/A,376.7,#N/A,"1,262.9","234,832.3","1,424.9","7,629.7",#N/A,#N/A,"189,757.5",223.7,#N/A,376.7,311.5,#N/A,439.2,334.3
,,,1979/9/26,373.8,221.4,"81,538.7",170.8,432.4,586.2,"2,988.2",#N/A,373.8,#N/A,"1,228.4","228,410.1","1,386.0","7,421.1",#N/A,#N/A,"184,567.9",221.4,#N/A,373.8,305.5,#N/A,432.4,327.2
,,,1979/9/27,395.5,232.7,"86,286.8",179.5,448.9,601.0,"3,091.6",#N/A,395.5,#N/A,"1,270.9","236,309.2","1,433.9","7,677.7",#N/A,#N/A,"190,950.9",232.7,#N/A,395.5,318.2,#N/A,448.9,342.3
,,,1979/9/28,397.3,233.2,"89,088.5",180.4,460.7,616.5,"3,190.3",#N/A,397.3,#N/A,"1,306.8","242,994.8","1,474.4","7,894.9",#N/A,#N/A,"191,720.6",233.2,#N/A,397.3,327.2,#N/A,460.7,351.7
,,,1979/10/1,414.8,243.3,"89,971.8",189.1,463.7,618.3,"3,220.0",#N/A,414.8,#N/A,"1,329.5","249,698.9","1,504.4","8,113.9",#N/A,#N/A,"193,719.4",243.3,#N/A,414.8,329.5,#N/A,463.7,353.5
